github.com/catenae/catenae-kafka;git://github.com/catenae/catenae-kafka.git;T;;;;;;;;;;;
github.com/Clivern/Scalability;git://github.com/Clivern/Scalability.git;B;;;;;;;;;;;
github.com/apache/servicecomb-kie;git://github.com/apache/servicecomb-kie.git;S;config server;;;;;;;;;;
github.com/zkan/microservices-with-docker;git://github.com/zkan/microservices-with-docker.git;D;;;;;;;;;;;
github.com/cer/event-sourcing-examples;git://github.com/cer/event-sourcing-examples.git;D;;;;;;;;;;;
github.com/oktadeveloper/jhipster-microservices-example;git://github.com/oktadeveloper/jhipster-microservices-example.git;D;;;;;;;;;;;
github.com/wso2/product-microgateway;git://github.com/wso2/product-microgateway.git;S;api gatey;;;;;;;;;;
github.com/nelvadas/ocp-flyway-db-migration;git://github.com/nelvadas/ocp-flyway-db-migration.git;T;;;;;;;;;;;
github.com/n6g7/httpdf;git://github.com/n6g7/httpdf.git;S;;;;;;;;;;;
github.com/machzqcq/docker-for-all;git://github.com/machzqcq/docker-for-all.git;B;;;;;;;;;;;
github.com/tes/bosco;git://github.com/tes/bosco.git;T;;;;;;;;;;;
github.com/Azure-Samples/java-on-aks;git://github.com/Azure-Samples/java-on-aks.git;D;;;;;;;;;;;
github.com/anirbanroydas/ci-testing-python;git://github.com/anirbanroydas/ci-testing-python.git;D;;;;;;;;;;;
github.com/hantsy/spring-microservice-sample;git://github.com/hantsy/spring-microservice-sample.git;D;;;;;;;;;;;
github.com/TranBaVinhSon/microservice_nodejs_template;git://github.com/TranBaVinhSon/microservice_nodejs_template.git;S;chassis;;;;;;;;;;
github.com/yugabyte/yugastore-java;git://github.com/yugabyte/yugastore-java.git;D;;;;;;;;;;;
github.com/scottcame/shiny-docker-demo;git://github.com/scottcame/shiny-docker-demo.git;O;;;;;;;;;;;
github.com/yukilzw/factory;git://github.com/yukilzw/factory.git;S;;;;;;;;;;;
github.com/spring-petclinic/spring-petclinic-cloud;git://github.com/spring-petclinic/spring-petclinic-cloud.git;D;;;;;;;;;;;
github.com/savsgio/microservice-email;git://github.com/savsgio/microservice-email.git;S;;;;;;;;;;;
github.com/vlingo/vlingo-examples;git://github.com/vlingo/vlingo-examples.git;D;;;;;;;;;;;
github.com/sandhaka/MyMicroservicesApplication;git://github.com/sandhaka/MyMicroservicesApplication.git;D;;;;;;;;;;;
github.com/arachnys/athenapdf;git://github.com/arachnys/athenapdf.git;S;;;;;;;;;;;
github.com/dashersw/microservices-workshop;git://github.com/dashersw/microservices-workshop.git;D;;;;;;;;;;;
github.com/vietnam-devs/coolstore-microservices;git://github.com/vietnam-devs/coolstore-microservices.git;D;;;;;;;;;;;
github.com/Jochen-z/php-microservice-demo;git://github.com/Jochen-z/php-microservice-demo.git;D;;;;;;;;;;;
github.com/cyber-dojo/web;git://github.com/cyber-dojo/web.git;S;;;;;;;;;;;
github.com/asc-lab/dotnetcore-microservices-poc;git://github.com/asc-lab/dotnetcore-microservices-poc.git;D;;;;;;;;;;;
github.com/stevenalexander/docker-authentication-authorisation;git://github.com/stevenalexander/docker-authentication-authorisation.git;D;;;;;;;;;;;
github.com/microservices-demo/microservices-demo;git://github.com/microservices-demo/microservices-demo.git;D;;;;;;;;;;;
github.com/TheAifam5/nestjs-docker-microservices;git://github.com/TheAifam5/nestjs-docker-microservices.git;D;;;;;;;;;;;
github.com/vany0114/microservices-dotnetcore-docker-sf-k8s;git://github.com/vany0114/microservices-dotnetcore-docker-sf-k8s.git;D;;;;;;;;;;;
github.com/outstack/enveloper;git://github.com/outstack/enveloper.git;S;;;;;;;;;;;
github.com/laoshanxi/app-mesh;git://github.com/laoshanxi/app-mesh.git;T;;;;;;;;;;;
github.com/sqshq/piggymetrics;git://github.com/sqshq/piggymetrics.git;D;;;;;;;;;;;
github.com/noahgift/container-revolution-devops-microservices;git://github.com/noahgift/container-revolution-devops-microservices.git;B;;;;;;;;;;;
github.com/microservice-canvas/microservice-canvas-tools;git://github.com/microservice-canvas/microservice-canvas-tools.git;T;;;;;;;;;;;
github.com/e-jlion/NetCoreDemo;git://github.com/e-jlion/NetCoreDemo.git;D;;;;;;;;;;;
github.com/lucperkins/colossus;git://github.com/lucperkins/colossus.git;D;;;;;;;;;;;
github.com/sczyh30/vertx-blueprint-microservice;git://github.com/sczyh30/vertx-blueprint-microservice.git;D;;;;;;;;;;;
github.com/djmaze/shepherd;git://github.com/djmaze/shepherd.git;T;;;;;;;;;;;
github.com/SoftInstigate/restheart;git://github.com/SoftInstigate/restheart.git;S;;;;;;;;;;;
github.com/florianwachs/AspNetWebservicesCourse;git://github.com/florianwachs/AspNetWebservicesCourse.git;B;;;;;;;;;;;
github.com/Signiant/CruiseControl;git://github.com/Signiant/CruiseControl.git;T;;;;;;;;;;;
github.com/DanWahlin/Angular-Docker-Microservices;git://github.com/DanWahlin/Angular-Docker-Microservices.git;D;;;;;;;;;;;
github.com/docwhite/ecsfs;git://github.com/docwhite/ecsfs.git;T;;;;;;;;;;;
github.com/UsamaAshraf/microservices-using-rabbitmq;git://github.com/UsamaAshraf/microservices-using-rabbitmq.git;D;;;;;;;;;;;
github.com/kelseyhightower/vault-controller;git://github.com/kelseyhightower/vault-controller.git;T;;;;;;;;;;;
github.com/firmeve/firmeve;git://github.com/firmeve/firmeve.git;T;;;;;;;;;;;
github.com/mesg-foundation/engine;git://github.com/mesg-foundation/engine.git;T;;;;;;;;;;;
github.com/srigumm/eCupcakesFactoryOnContainers;git://github.com/srigumm/eCupcakesFactoryOnContainers.git;D;;;;;;;;;;;
github.com/piomin/sample-spring-microservices-kubernetes;git://github.com/piomin/sample-spring-microservices-kubernetes.git;D;;;;;;;;;;;
github.com/techa03/goodsKill;git://github.com/techa03/goodsKill.git;D;chinese;;;;;;;;;;
github.com/txn2/txpdf;git://github.com/txn2/txpdf.git;S;;;;;;;;;;;
github.com/vmudigal/microservices-sample;git://github.com/vmudigal/microservices-sample.git;D;;;;;;;;;;;
github.com/hypebeast/micro-auth;git://github.com/hypebeast/micro-auth.git;S;;;;;;;;;;;
github.com/gypsydave5/todo-mvp;git://github.com/gypsydave5/todo-mvp.git;O;;;;;;;;;;;
github.com/swimlane/node-microservice-demo;git://github.com/swimlane/node-microservice-demo.git;D;;;;;;;;;;;
github.com/krystianity/elixir-ms;git://github.com/krystianity/elixir-ms.git;S;chassis;;;;;;;;;;
github.com/spring-petclinic/spring-petclinic-microservices;git://github.com/spring-petclinic/spring-petclinic-microservices.git;D;;;;;;;;;;;
github.com/varunon9/getting-started-docker-mysql-nodejs;git://github.com/varunon9/getting-started-docker-mysql-nodejs.git;B;;;;;;;;;;;
github.com/pictolearn/docker-tutorial;git://github.com/pictolearn/docker-tutorial.git;B;;;;;;;;;;;
github.com/begmaroman/go-micro-boilerplate;git://github.com/begmaroman/go-micro-boilerplate.git;D;chassis;;;;;;;;;;
github.com/in28minutes/deploy-spring-microservices-to-aws-ecs-fargate;git://github.com/in28minutes/deploy-spring-microservices-to-aws-ecs-fargate.git;B;;;;;;;;;;;
github.com/fabric8io/fabric8-platform;git://github.com/fabric8io/fabric8-platform.git;T;;;;;;;;;;;
github.com/ERS-HCL/nxplorerjs-microservice-starter;git://github.com/ERS-HCL/nxplorerjs-microservice-starter.git;D;chassis;;;;;;;;;;
github.com/hellofresh/health-go;git://github.com/hellofresh/health-go.git;S;;;;;;;;;;;
github.com/jixer/dockernetcore;git://github.com/jixer/dockernetcore.git;D;chassis;;;;;;;;;;
github.com/open-telemetry/opentelemetry-dotnet;git://github.com/open-telemetry/opentelemetry-dotnet.git;O;;;;;;;;;;;
github.com/rordi/docker-antivirus;git://github.com/rordi/docker-antivirus.git;S;;;;;;;;;;;
github.com/arcuri82/testing_security_development_enterprise_systems;git://github.com/arcuri82/testing_security_development_enterprise_systems.git;B;;;;;;;;;;;
github.com/johndavedecano/betting-api-starter;git://github.com/johndavedecano/betting-api-starter.git;D;;;;;;;;;;;
github.com/tanerdiler/spring-boot-microservice-eureka-zuul-docker;git://github.com/tanerdiler/spring-boot-microservice-eureka-zuul-docker.git;D;;;;;;;;;;;
github.com/networknt/light-oauth2;git://github.com/networknt/light-oauth2.git;M;;;;;;;;;;;
github.com/CiscoTestAutomation/xpresso;git://github.com/CiscoTestAutomation/xpresso.git;T;;;;;;;;;;;
github.com/PacktPublishing/Hands-On-Docker-for-Microservices-with-Python;git://github.com/PacktPublishing/Hands-On-Docker-for-Microservices-with-Python.git;B;;;;;;;;;;;
github.com/khaosdoctor/zaqar;git://github.com/khaosdoctor/zaqar.git;S;;;;;;;;;;;
github.com/zmyzheng/TweetMap;git://github.com/zmyzheng/TweetMap.git;M;;;;;;;;;;;
github.com/MongkonEiadon/VehicleTracker;git://github.com/MongkonEiadon/VehicleTracker.git;D;;;;;;;;;;;
github.com/in28minutes/kubernetes-crash-course;git://github.com/in28minutes/kubernetes-crash-course.git;B;;;;;;;;;;;
github.com/alextanhongpin/full-stack-microservice;git://github.com/alextanhongpin/full-stack-microservice.git;T;;;;;;;;;;;
github.com/aws-samples/aws-microservices-deploy-options;git://github.com/aws-samples/aws-microservices-deploy-options.git;D;;;;;;;;;;;
github.com/microservices/go;git://github.com/microservices/go.git;D;;;;;;;;;;;
github.com/mohamed-taman/Springy-Store-Microservices;git://github.com/mohamed-taman/Springy-Store-Microservices.git;D;;;;;;;;;;;
github.com/fredgeorge/microservice_workshop;git://github.com/fredgeorge/microservice_workshop.git;D;;;;;;;;;;;
github.com/dannav/now-compose;git://github.com/dannav/now-compose.git;T;;;;;;;;;;;
github.com/Shyam-Chen/Express-Starter;git://github.com/Shyam-Chen/Express-Starter.git;S;chassis;;;;;;;;;;
github.com/lijingyao/microservice_coffeeshop;git://github.com/lijingyao/microservice_coffeeshop.git;D;;;;;;;;;;;
github.com/WolfgangOfner/MicroserviceDemo;git://github.com/WolfgangOfner/MicroserviceDemo.git;D;;;;;;;;;;;
github.com/flyimg/flyimg;git://github.com/flyimg/flyimg.git;S;;;;;;;;;;;
github.com/jexia/semaphore;git://github.com/jexia/semaphore.git;T;;;;;;;;;;;
github.com/ewolff/microservice-kafka;git://github.com/ewolff/microservice-kafka.git;D;;;;;;;;;;;
github.com/blacktop/scifgif;git://github.com/blacktop/scifgif.git;S;;;;;;;;;;;
github.com/evenchange4/micro-medium-api;git://github.com/evenchange4/micro-medium-api.git;S;;;;;;;;;;;
github.com/stelligent/mu;git://github.com/stelligent/mu.git;T;;;;;;;;;;;
github.com/aspnetrun/run-aspnetcore-microservices;git://github.com/aspnetrun/run-aspnetcore-microservices.git;D;;;;;;;;;;;
github.com/nonfu/laracom;git://github.com/nonfu/laracom.git;M;chinese;;;;;;;;;;
github.com/xeraa/microservice-monitoring;git://github.com/xeraa/microservice-monitoring.git;T;;;;;;;;;;;
github.com/thangchung/magazine-website;git://github.com/thangchung/magazine-website.git;M;;;;;;;;;;;
github.com/EdwinVW/pitstop;git://github.com/EdwinVW/pitstop.git;D;;;;;;;;;;;
github.com/rodrigorodrigues/microservices-design-patterns;git://github.com/rodrigorodrigues/microservices-design-patterns.git;D;;;;;;;;;;;
github.com/PacktPublishing/Python-Web-Scraping-Cookbook;git://github.com/PacktPublishing/Python-Web-Scraping-Cookbook.git;O;;;;;;;;;;;
github.com/armand1m/microservices;git://github.com/armand1m/microservices.git;D;;;;;;;;;;;
github.com/h2non/imaginary;git://github.com/h2non/imaginary.git;S;;;;;;;;;;;
github.com/dotnet-architecture/eShopOnContainers;git://github.com/dotnet-architecture/eShopOnContainers.git;D;;;;;;;;;;;
github.com/venkataravuri/e-commerce-microservices-sample;git://github.com/venkataravuri/e-commerce-microservices-sample.git;D;;;;;;;;;;;
github.com/otto-de/tesla-microservice;git://github.com/otto-de/tesla-microservice.git;T;;;;;;;;;;;
github.com/devopsfaith/krakend-ce;git://github.com/devopsfaith/krakend-ce.git;S;API gateway;;;;;;;;;;
github.com/java110/MicroCommunity;git://github.com/java110/MicroCommunity.git;M;chinese;;;;;;;;;;
github.com/DanWahlin/Microservices-ASPNET-Core-Docker-Course;git://github.com/DanWahlin/Microservices-ASPNET-Core-Docker-Course.git;B;;;;;;;;;;;
github.com/microservices-demo/microservices-demo;git://github.com/microservices-demo/microservices-demo.git;D;;;;;;;;;;;
github.com/codingforentrepreneurs/OpenCV-REST-API;git://github.com/codingforentrepreneurs/OpenCV-REST-API.git;S;;;;;;;;;;;
github.com/allingeek/pollendina;git://github.com/allingeek/pollendina.git;S;auth;;;;;;;;;;
github.com/PacktPublishing/Hands-On-Microservices-with-Rust;git://github.com/PacktPublishing/Hands-On-Microservices-with-Rust.git;B;;;;;;;;;;;
github.com/vip32/Naos;git://github.com/vip32/Naos.git;T;;;;;;;;;;;
github.com/izuolan/dockerfiles;git://github.com/izuolan/dockerfiles.git;O;;;;;;;;;;;
github.com/PacktPublishing/Hands-On-Microservices-with-Kotlin;git://github.com/PacktPublishing/Hands-On-Microservices-with-Kotlin.git;B;;;;;;;;;;;
github.com/meta-magic/kubernetes_workshop;git://github.com/meta-magic/kubernetes_workshop.git;B;;;;;;;;;;;
github.com/idugalic/micro-ecommerce;git://github.com/idugalic/micro-ecommerce.git;D;;;;;;;;;;;
github.com/ffissore/shorty;git://github.com/ffissore/shorty.git;S;;;;;;;;;;;
github.com/learning-cloud-native-go/website;git://github.com/learning-cloud-native-go/website.git;O;;;;;;;;;;;
github.com/yidongnan/spring-cloud-netflix-example;git://github.com/yidongnan/spring-cloud-netflix-example.git;D;;;;;;;;;;;
github.com/IBM/worklog;git://github.com/IBM/worklog.git;T;;;;;;;;;;;
github.com/PacktPublishing/Hands-on-Microservices-with-Python;git://github.com/PacktPublishing/Hands-on-Microservices-with-Python.git;B;;;;;;;;;;;
github.com/ewolff/microservice-consul;git://github.com/ewolff/microservice-consul.git;D;;;;;;;;;;;
github.com/matevip/matecloud;git://github.com/matevip/matecloud.git;T;;;;;;;;;;;
github.com/abdelhadinaimi/nest-microservices;git://github.com/abdelhadinaimi/nest-microservices.git;M;;;;;;;;;;;
github.com/aidanwhiteley/books;git://github.com/aidanwhiteley/books.git;B;;;;;;;;;;;
github.com/microservices/rust;git://github.com/microservices/rust.git;T;;;;;;;;;;;
github.com/Vizzuality/api-gateway;git://github.com/Vizzuality/api-gateway.git;S;API gateway;;;;;;;;;;
github.com/thanhson1085/bean-seed;git://github.com/thanhson1085/bean-seed.git;D;chassis;;;;;;;;;;
github.com/IBM/TDD-NodeJS-Containers;git://github.com/IBM/TDD-NodeJS-Containers.git;D;;;;;;;;;;;
github.com/InVisionApp/go-health;git://github.com/InVisionApp/go-health.git;T;;;;;;;;;;;
github.com/Madmous/madClones;git://github.com/Madmous/madClones.git;D;;;;;;;;;;;
github.com/delimitrou/DeathStarBench;git://github.com/delimitrou/DeathStarBench.git;T;;;;;;;;;;;
github.com/abhirockzz/docker-kafka-streams;git://github.com/abhirockzz/docker-kafka-streams.git;S;;;;;;;;;;;
github.com/learning-cloud-native-go/myapp;git://github.com/learning-cloud-native-go/myapp.git;T;;;;;;;;;;;
github.com/chalmers-revere/opendlv;git://github.com/chalmers-revere/opendlv.git;M;;;;;;;;;;;
github.com/containous/traefik;git://github.com/containous/traefik.git;T;router;;;;;;;;;;
github.com/PipelineAI/pipeline;git://github.com/PipelineAI/pipeline.git;O;;;;;;;;;;;
github.com/johan-lejdung/go-microservice-api-guide;git://github.com/johan-lejdung/go-microservice-api-guide.git;B;;;;;;;;;;;
github.com/apache/juneau;git://github.com/apache/juneau.git;T;;;;;;;;;;;
github.com/alextanhongpin/go-microservice;git://github.com/alextanhongpin/go-microservice.git;D;;;;;;;;;;;
github.com/ihmeuw/cartodb-docker;git://github.com/ihmeuw/cartodb-docker.git;T;;;;;;;;;;;
github.com/madslundt/NetCoreMicroservicesSample;git://github.com/madslundt/NetCoreMicroservicesSample.git;D;;;;;;;;;;;
github.com/casperbh96/Flask-Stripe-MySQL-Bootstrapped;git://github.com/casperbh96/Flask-Stripe-MySQL-Bootstrapped.git;D;;;;;;;;;;;
github.com/paurakhsharma/python-microservice-fastapi;git://github.com/paurakhsharma/python-microservice-fastapi.git;D;;;;;;;;;;;
github.com/reckonsys/bigga;git://github.com/reckonsys/bigga.git;T;;;;;;;;;;;
github.com/redhat-helloworld-msa/helloworld-msa;git://github.com/redhat-helloworld-msa/helloworld-msa.git;B;;;;;;;;;;;
github.com/aws-samples/aws-kube-codesuite;git://github.com/aws-samples/aws-kube-codesuite.git;T;;;;;;;;;;;
github.com/Payum/PayumServer;git://github.com/Payum/PayumServer.git;S;;;;;;;;;;;
github.com/leoChaoGlut/log-sys;git://github.com/leoChaoGlut/log-sys.git;T;;;;;;;;;;;
github.com/thangchung/practical-dapr;git://github.com/thangchung/practical-dapr.git;D;;;;;;;;;;;
github.com/ibm-cloud-architecture/refarch-cloudnative-kubernetes;git://github.com/ibm-cloud-architecture/refarch-cloudnative-kubernetes.git;B;;;;;;;;;;;
github.com/anjakammer/RabbitMQ-with-Django;git://github.com/anjakammer/RabbitMQ-with-Django.git;D;;;;;;;;;;;
github.com/shuza/kubernetes-go-grpc;git://github.com/shuza/kubernetes-go-grpc.git;B;;;;;;;;;;;
github.com/rithinch/event-driven-microservices-docker-example;git://github.com/rithinch/event-driven-microservices-docker-example.git;D;;;;;;;;;;;
github.com/metrue/fx;git://github.com/metrue/fx.git;T;;;;;;;;;;;
github.com/lelylan/lelylan;git://github.com/lelylan/lelylan.git;M;;;;;;;;;;;
github.com/chembience/chembience;git://github.com/chembience/chembience.git;T;;;;;;;;;;;
github.com/jhipster/generator-jhipster;git://github.com/jhipster/generator-jhipster.git;T;;;;;;;;;;;
github.com/JoeCao/qbike;git://github.com/JoeCao/qbike.git;D;;;;;;;;;;;
github.com/syhpoon/xenvman;git://github.com/syhpoon/xenvman.git;T;;;;;;;;;;;
github.com/jina-ai/jina;git://github.com/jina-ai/jina.git;T;;;;;;;;;;;
github.com/hemin1003/spring-cloud-study;git://github.com/hemin1003/spring-cloud-study.git;D;;;;;;;;;;;
github.com/xjantoth/microservice;git://github.com/xjantoth/microservice.git;S;;;;;;;;;;;
github.com/nameko/nameko-examples;git://github.com/nameko/nameko-examples.git;D;;;;;;;;;;;
github.com/CodelyTV/php-ddd-example;git://github.com/CodelyTV/php-ddd-example.git;D;;;;;;;;;;;
github.com/HaydiKodlayalim/microservice-app;git://github.com/HaydiKodlayalim/microservice-app.git;D;;;;;;;;;;;
github.com/as-a-service/pdf;git://github.com/as-a-service/pdf.git;S;;;;;;;;;;;
github.com/wells2333/spring-microservice-exam;git://github.com/wells2333/spring-microservice-exam.git;B;;;;;;;;;;;
github.com/imixs/imixs-saga;git://github.com/imixs/imixs-saga.git;S;;;;;;;;;;;
github.com/danionescu0/docker-flask-mongodb-example;git://github.com/danionescu0/docker-flask-mongodb-example.git;D;;;;;;;;;;;
github.com/mmorejon/microservices-docker-go-mongodb;git://github.com/mmorejon/microservices-docker-go-mongodb.git;D;;;;;;;;;;;
github.com/WendellAdriel/spring-microservices;git://github.com/WendellAdriel/spring-microservices.git;D;;;;;;;;;;;
github.com/microsoft/containerized-microservices-pipeline;git://github.com/microsoft/containerized-microservices-pipeline.git;T;;;;;;;;;;;
github.com/FabrizioCafolla/lumen-microservice;git://github.com/FabrizioCafolla/lumen-microservice.git;B;;;;;;;;;;;
github.com/networknt/light-example-4j;git://github.com/networknt/light-example-4j.git;D;;;;;;;;;;;
github.com/jgontrum/spacy-api-docker;git://github.com/jgontrum/spacy-api-docker.git;S;;;;;;;;;;;
github.com/redhat-developer-demos/cloud-native-compass;git://github.com/redhat-developer-demos/cloud-native-compass.git;B;;;;;;;;;;;
github.com/itmuch/spring-cloud-docker-microservice-book-code-docker;git://github.com/itmuch/spring-cloud-docker-microservice-book-code-docker.git;D;;;;;;;;;;;
github.com/kbastani/event-sourcing-microservices-example;git://github.com/kbastani/event-sourcing-microservices-example.git;D;;;;;;;;;;;
github.com/SaifRehman/ICP-Airways;git://github.com/SaifRehman/ICP-Airways.git;D;;;;;;;;;;;
github.com/shinesolutions/swagger-aem;git://github.com/shinesolutions/swagger-aem.git;T;;;;;;;;;;;
github.com/cyantarek/django-microservices;git://github.com/cyantarek/django-microservices.git;D;;;;;;;;;;;
github.com/Abdizriel/nodejs-microservice-starter;git://github.com/Abdizriel/nodejs-microservice-starter.git;D;;;;;;;;;;;
github.com/MossabTN/quarkus-microservices-poc;git://github.com/MossabTN/quarkus-microservices-poc.git;D;;;;;;;;;;;
github.com/febsteam/FEBS-Cloud;git://github.com/febsteam/FEBS-Cloud.git;D;;;;;;;;;;;
github.com/AlexIoannides/kubernetes-ml-ops;git://github.com/AlexIoannides/kubernetes-ml-ops.git;D;;;;;;;;;;;
github.com/OpenCodeFoundation/eSchool;git://github.com/OpenCodeFoundation/eSchool.git;M;;;;;;;;;;;
github.com/eko/monday;git://github.com/eko/monday.git;T;;;;;;;;;;;
github.com/francescou/docker-continuous-deployment;git://github.com/francescou/docker-continuous-deployment.git;D;;;;;;;;;;;
github.com/mmacneil/ASPNETCoreDockerMicroservices;git://github.com/mmacneil/ASPNETCoreDockerMicroservices.git;D;;;;;;;;;;;
github.com/fabric8io/fabric8;git://github.com/fabric8io/fabric8.git;O;;;;;;;;;;;
github.com/bjoernjacobs/spring-boot-scala;git://github.com/bjoernjacobs/spring-boot-scala.git;B;;;;;;;;;;;
github.com/dollarshaveclub/furan;git://github.com/dollarshaveclub/furan.git;S;;;;;;;;;;;
github.com/ewolff/microservice-istio;git://github.com/ewolff/microservice-istio.git;D;;;;;;;;;;;
github.com/brave-intl/bat-go;git://github.com/brave-intl/bat-go.git;O;;;;;;;;;;;
github.com/bill1012/microservice;git://github.com/bill1012/microservice.git;D;;;;;;;;;;;
github.com/minio/simple-ci;git://github.com/minio/simple-ci.git;T;;;;;;;;;;;
github.com/laaksomavrick/twitter-go;git://github.com/laaksomavrick/twitter-go.git;T;;;;;;;;;;;
github.com/yesinteractive/dad-jokes_microservice;git://github.com/yesinteractive/dad-jokes_microservice.git;D;;;;;;;;;;;
github.com/waylau/spring-cloud-microservices-development;git://github.com/waylau/spring-cloud-microservices-development.git;D;chinese;;;;;;;;;;
github.com/eacdy/spring-cloud-docker-study;git://github.com/eacdy/spring-cloud-docker-study.git;D;;;;;;;;;;;
github.com/DenisBiondic/RealTimeMicroservices;git://github.com/DenisBiondic/RealTimeMicroservices.git;D;;;;;;;;;;;
github.com/ArmandJ77/CQRSAndMediator-Microservice;git://github.com/ArmandJ77/CQRSAndMediator-Microservice.git;D;;;;;;;;;;;
github.com/niiknow/docker-nginx-image-proxy;git://github.com/niiknow/docker-nginx-image-proxy.git;S;;;;;;;;;;;
github.com/arun-gupta/microservices;git://github.com/arun-gupta/microservices.git;B;;;;;;;;;;;
github.com/awslabs/amazon-ecs-nodejs-microservices;git://github.com/awslabs/amazon-ecs-nodejs-microservices.git;B;;;;;;;;;;;
github.com/imgproxy/imgproxy;git://github.com/imgproxy/imgproxy.git;S;;;;;;;;;;;
github.com/EYBlockchain/nightfall;git://github.com/EYBlockchain/nightfall.git;M;;;;;;;;;;;
github.com/lijingyao/gateway_coffeeshop;git://github.com/lijingyao/gateway_coffeeshop.git;S;api gateway;;;;;;;;;;
github.com/webhintio/online-service;git://github.com/webhintio/online-service.git;M;;;;;;;;;;;
github.com/feiskyer/kubernetes-handbook;git://github.com/feiskyer/kubernetes-handbook.git;B;;;;;;;;;;;
github.com/pranav-patil/spring-microservices;git://github.com/pranav-patil/spring-microservices.git;D;;;;;;;;;;;
github.com/giper45/DockerSecurityPlayground;git://github.com/giper45/DockerSecurityPlayground.git;T;;;;;;;;;;;
